person_id,movie_id
205233,64171
967,64177
164540,64177
684521,64177
769974,64177
54580,64182
61548,64182
208965,64182
257937,64182
884101,64183
190393,64183
29297,64183
31958,64183
694619,64188
647921,64188
779540,64188
487743,64188
686282,64190
384421,64190
720510,64190
2070776,64190
144107,64191
350868,64191
747013,64191
844766,64191
162496,64195
211427,64195
282894,64195
336419,64195
865575,64197
919,64197
785395,64197
870995,64197
602615,64204
768574,64204
946184,64204
654843,64204
893341,64225
423381,64225
176039,64225
186567,64225
833738,64250
796835,64250
2219305,64250
29243,64250
219697,64261
57084,64261
516255,64261
583995,64261
7023,64270
946184,64270
216942,64270
580853,64270
1428,64273
141361,64273
584942,64273
134464,64273
579843,64279
477570,64279
844141,64279
879556,64279
571441,64283
871272,64283
408368,64283
172390,64283
76,64285
137105,64285
782563,64285
202120,64285
300064,64294
15008,64294
53580,64294
53607,64294
1033,64321
848560,64321
84073,64321
108087,64321
671774,64341
649752,64341
885474,64341
179059,64341
731490,64343
528987,64343
558290,64343
558,64343
447648,64359
330150,64359
645870,64359
341558,64359
39707,64362
261795,64362
704722,64362
884844,64362
113617,64372
1121,64372
943978,64372
640539,64372
28487,64377
554607,64377
379678,64377
884361,64377
845867,64385
947238,64385
503095,64385
698578,64385
817881,64386
626259,64386
426062,64386
41412,64386
130952,64388
261795,64388
319834,64388
909324,64388
800697,64411
717946,64411
516817,64411
197108,64411
56768,64413
319834,64413
481412,64413
197623,64413
136696,64420
487947,64420
481342,64420
692504,64420
272794,64423
718828,64423
41565,64423
729616,64423
28711,64430
60719,64430
60721,64430
74354,64430
929776,64432
696592,64432
892927,64432
771869,64432
831471,64437
516215,64437
383275,64437
5368,64437
853355,64450
139366,64450
20281,64450
94061,64450
271799,64451
161157,64451
47016,64451
150807,64451
469650,64465
105634,64465
341386,64465
570843,64465
6588346,64484
53333,64484
195709,64484
288422,64484
661628,64484
737538,64494
510280,64494
852488,64494
489,64494
5486,64510
257,64510
354158,64510
933361,64510
815008,64522
902337,64522
891881,64522
261230,64522
731490,64535
60406,64535
558290,64535
194571,64535
806819,64546
738782,64546
447515,64546
884404,64546
344300,64549
718801,64549
711947,64549
464181,64549
433525,64553
705952,64553
901360,64553
791516,64553
945085,64554
951084,64554
540909,64554
947238,64554
336,64574
1655,64574
393666,64574
371187,64574
711502,64582
111185,64582
864081,64582
529543,64582
478457,64586
555934,64586
58373,64586
876578,64586
227967,64592
856408,64592
563497,64592
885339,64592
1100038,64593
958088,64593
167509,64593
42106,64593
308042,64593
435726,64593
481412,64593
117562,64593
484008,64593
529609,64593
706734,64594
234171,64594
400061,64594
665327,64594
314,64598
4730,64598
303,64598
185954,64598
101651,64604
110077,64604
259128,64604
272857,64604
2107921,64604
2161185,64604
107603,64607
280954,64607
172071,64607
400861,64607
316284,64614
605410,64614
90521,64614
872689,64614
511350,64624
252485,64624
252479,64624
619016,64624
537551,64625
1800,64625
42489,64625
51916,64625
653780,64628
947238,64628
122168,64628
122052,64628
492972,64633
210274,64633
892826,64633
143030,64633
412322,64649
676349,64649
1016,64649
477088,64649
410758,64656
488546,64656
126960,64656
840788,64656
673383,64659
60519,64659
958743,64659
768574,64659
719692,64687
233312,64687
384154,64687
791665,64687
856515,64702
125731,64702
50994,64702
675804,64702
117188,64704
398102,64704
382411,64704
872462,64704
14678,64706
564319,64706
855354,64711
504777,64711
135037,64711
632608,64711
376228,64712
488546,64712
145061,64712
651039,64712
489,64727
770730,64727
312890,64727
368275,64727
530856,64741
156991,64741
1832647,64741
398782,64741
583955,64741
217028,64742
729084,64742
260525,64742
433097,64742
580664,64746
275428,64746
553349,64746
333518,64746
92008,64751
447515,64751
959184,64751
903656,64751
757790,64753
721092,64753
129411,64753
278510,64753
316959,64761
262647,64761
383769,64761
390201,64761
299439,64768
810761,64768
775810,64768
293614,64768
537417,64772
537418,64772
62320,64772
294636,64772
393308,64773
393314,64773
509374,64773
9713740,64773
648566,64773
32524,64774
1148014,64774
491372,64774
137585,64774
3,64779
144045,64779
147561,64779
163303,64779
637314,64781
636874,64781
772700,64781
16532,64781
4647,64787
814799,64787
246293,64787
197623,64787
729473,64788
575754,64788
305955,64788
840782,64788
314,64791
409866,64791
423381,64791
864081,64791
804,64796
1428,64796
658339,64796
176039,64796
412133,64803
34848,64803
42844,64803
229379,64803
407521,64803
24238,64804
254,64804
765636,64804
21551,64804
94376,64805
145530,64805
1740102,64805
412235,64805
651030,64805
1738637,64805
665822,64806
175788,64806
305,64806
124889,64806
697338,64820
1300519,64820
940707,64820
625977,64820
398703,64821
107011,64821
889166,64821
1789183,64821
19286,64822
327606,64822
897628,64822
17391,64822
1949963,64822
959313,64822
616497,64822
23170,64822
14383,64822
472622,64831
891499,64831
879875,64831
96856,64831
119891,64831
96865,64832
473308,64832
157616,64832
659753,64832
336419,64836
197623,64836
246728,64836
679199,64836
850304,64839
810550,64839
66164,64839
299538,64839
467374,64843
421989,64843
952043,64843
525570,64843
8697318,64847
540839,64847
705466,64847
191520,64847
818920,64848
397654,64848
913993,64848
399986,64848
544786,64849
770730,64849
494543,64849
718801,64849
947238,64858
476875,64858
487553,64858
586428,64858
576967,64863
315701,64863
883465,64863
385764,64863
529893,64864
897628,64864
840782,64864
487935,64864
932116,64881
68029,64881
207269,64881
447461,64881
274453,64887
830153,64900
14384,64900
13242,64900
136551,64900
501069,64902
243175,64902
854045,64902
732223,64902
287074,64904
489798,64904
79341,64904
699909,64904
596409,64905
643307,64905
6739,64905
477734,64905
323531,64905
477981,64905
763803,64930
3145975,64930
705734,64930
9454472,64930
17366,64931
757690,64931
615511,64931
681493,64931
763803,64932
3145975,64932
705734,64932
25837,64932
763803,64933
3145975,64933
671185,64933
502457,64933
56399,64945
833138,64945
299439,64945
864019,64945
1637,64949
489,64949
1088,64949
404732,64949
4462,64953
689248,64953
215907,64953
14763,64953
179521,64956
554809,64956
603144,64956
709334,64956
568525,64963
612367,64963
680444,64963
233244,64963
711501,64964
834013,64964
606714,64964
584942,64964
392348,64967
1322147,64967
2861422,64967
115959,64967
257408,64967
321724,64967
330568,64967
389835,64967
554578,64980
302190,64980
350884,64980
764326,64980
398703,64994
111003,64994
623948,64994
954509,64994
456097,65005
708119,65005
197920,65005
358524,65005
66932,65005
443585,65005
2504603,65005
179196,65012
386331,65012
394588,65012
614843,65012
616556,65034
620471,65034
155938,65034
239338,65034
50876,65039
595666,65039
531489,65039
165250,65039
104638,65039
357921,65040
372267,65040
1348128,65040
2536963,65040
545698,65050
738,65050
102925,65050
242188,65050
489,65073
444584,65073
914220,65073
370769,65073
396136,65080
2198,65080
514059,65080
591661,65080
897721,65084
882994,65084
474469,65084
300690,65084
548589,65117
237244,65117
698109,65117
472166,65117
810550,65127
795919,65127
492253,65127
835470,65127
203141,65128
493724,65128
955718,65128
451398,65128
142,65134
511,65134
299578,65134
605494,65134
814140,65139
752182,65139
126607,65139
477579,65139
579843,65139
415991,65140
69412,65140
161067,65140
854368,65140
615540,65143
447648,65143
758066,65143
719960,65143
791665,65147
826926,65147
433124,65147
844640,65147
603,65161
626259,65161
872689,65161
714874,65161
704377,65162
21710,65162
142776,65162
309190,65162
495905,65162
556223,65162
307468,65167
349427,65167
136058,65167
701883,65167
142027,65168
738398,65168
501085,65168
615913,65168
763803,65171
493719,65171
738792,65171
599965,65171
2231,65173
926723,65173
876386,65173
585600,65173
580038,65174
521224,65174
768574,65174
709654,65174
286367,65188
525656,65188
230866,65188
953822,65188
489798,65189
956807,65189
436819,65189
315647,65189
52,65192
514059,65192
1096,65192
785702,65192
484267,65210
627399,65210
27801,65210
373765,65210
285825,65213
329583,65213
2088690,65213
484179,65213
911285,65221
126402,65221
574987,65221
534570,65221
201045,65222
335787,65222
30956,65222
57651,65222
166050,65227
237754,65227
1707885,65227
610971,65227
816332,65235
107012,65235
513795,65235
418440,65235
703699,65248
620843,65248
596803,65248
59840,65248
554928,65251
167962,65251
258256,65251
127396,65251
828594,65253
410758,65253
554718,65253
140518,65253
273178,65254
7023,65254
580038,65254
747013,65254
273404,65256
319834,65256
562841,65256
515809,65256
778,65259
575754,65259
511697,65259
350632,65259
100186,65265
87126,65265
499493,65265
154290,65265
418440,65331
774277,65331
192576,65331
816332,65331
293739,65359
287637,65359
644680,65359
239286,65359
987,65360
1421,65360
545298,65360
137524,65360
265894,65363
839171,65363
656458,65363
779861,65363
65295,65365
775843,65365
433441,65365
902518,65365
246852,65365
516559,65366
245912,65366
326430,65366
581886,65366
365835,65367
761100,65367
49673,65367
880536,65367
991,65370
661,65370
508068,65370
9943,65370
140,65371
2517,65371
833,65371
490103,65371
977,65372
590055,65372
581457,65372
95718,65372
1677738,65373
478904,65373
958743,65373
874006,65373
617658,65373
844765,65373
2198,65374
45996,65374
298,65374
74547,65374
568493,65375
1012,65375
908919,65375
370144,65375
621987,65376
258168,65376
451831,65376
450185,65376
44,65377
1509,65377
1421,65377
781029,65377
945,65378
649342,65378
825952,65378
266194,65378
117390,65379
532701,65379
687446,65379
786614,65379
661,65380
995,65380
563435,65380
765107,65380
593803,65384
382411,65384
852327,65384
186469,65384
439344,65385
140643,65385
755652,65385
155098,65385
2682694,65388
2679551,65388
2680259,65388
2680491,65388
545142,65390
272857,65390
816134,65390
402921,65390
219322,65390
249114,65390
133601,65390
771260,65391
814740,65391
313461,65391
6737,65391
3151759,65393
210052,65393
202409,65393
284848,65393
269457,65393
3151394,65393
587401,65394
617736,65394
83162,65394
123309,65394
538830,65395
13211,65395
362827,65395
381028,65395
823799,65396
869412,65396
334558,65396
158772,65396
291512,65398
234540,65398
255973,65398
626726,65398
609216,65400
896,65400
436706,65400
642675,65400
835144,65401
39435,65401
84114,65401
2033,65401
723322,65402
195768,65402
232971,65402
288131,65402
424592,65402
456499,65402
520371,65402
48983,65405
810342,65405
827384,65405
502415,65405
681583,65406
865515,65406
728,65406
49767,65406
552893,65407
137004,65407
798328,65407
943978,65407
26930,65407
877185,65407
93030,65408
615540,65408
197538,65408
342451,65408
851,65410
319834,65410
880068,65410
739355,65410
5987543,65412
1091939,65412
2951691,65412
620699,65412
185954,65413
719960,65413
148041,65413
1428,65413
846616,65417
97876,65417
307231,65417
154164,65417
553349,65418
892891,65418
17356,65418
671559,65418
952369,65419
190691,65419
236813,65419
844141,65419
312575,65420
198941,65420
246293,65420
227967,65420
365201,65421
1247,65421
1359,65421
1079,65421
211922,65422
584942,65422
759757,65422
626219,65422
2147,65424
490193,65424
877967,65424
422436,65424
211922,65425
492972,65425
265761,65425
562841,65425
1536,65427
731783,65427
410987,65427
801535,65427
581277,65427
33171,65427
38377,65427
162524,65429
830026,65429
660233,65429
586117,65429
661323,65430
722863,65430
170227,65430
825196,65430
495764,65432
7023,65432
134354,65432
897646,65432
620229,65433
1089025,65433
1789205,65433
1663325,65433
1050091,65433
557968,65433
3860713,65433
616196,65433
3854845,65434
1663325,65434
38308,65434
157385,65434
457514,65434
1050091,65434
557968,65434
1051100,65434
616196,65434
620229,65434
1663325,65435
246888,65436
322168,65436
381073,65436
591447,65436
728673,65437
769939,65437
362438,65437
917832,65437
598971,65439
797531,65439
275213,65439
900062,65439
1347,65441
668110,65441
343157,65441
1277,65441
620168,65443
1536,65443
462013,65443
619938,65443
108400,65445
271887,65445
305486,65445
696163,65445
1673,65446
1771,65446
1831,65446
1510,65446
781091,65447
496607,65447
623387,65447
631992,65447
116066,65448
879364,65448
766674,65448
88902,65448
2396567,65450
156955,65450
862479,65450
684149,65450
1559709,65450
473314,65450
157378,65450
1596792,65450
1812,65451
643105,65451
875861,65451
558663,65451
6890,65452
568491,65452
910381,65452
420010,65452
452428,65453
526815,65453
415283,65454
144045,65454
568491,65454
181305,65454
39068,65456
946481,65456
305182,65456
69357,65456
767567,65457
60692,65457
880761,65457
864698,65457
719960,65458
430128,65458
41852,65458
299439,65458
79,65459
426062,65459
370144,65459
733460,65459
1428,65460
320377,65460
136444,65460
143296,65460
2082,65462
1375,65462
263052,65462
365709,65462
473009,65465
469112,65465
1068535,65465
713820,65466
616675,65466
564394,65466
493677,65466
4570,65467
661239,65467
612614,65467
576454,65467
1017,65470
487103,65470
430041,65470
593850,65470
233004,65474
731016,65474
454384,65474
413786,65474
926612,65474
306839,65474
950180,65474
3760823,65475
2508986,65475
133620,65475
3453445,65475
947927,65475
3760756,65475
3760735,65475
480718,65476
639374,65476
538696,65476
903007,65476
139433,65478
207117,65478
676716,65478
933999,65478
588922,65479
244454,65479
2579073,65479
1017,65479
592118,65480
939546,65480
435693,65480
374859,65480
1859,65481
835144,65481
385757,65481
890215,65481
607666,65482
694619,65482
799014,65482
1205,65482
1847358,65483
715434,65483
803900,65483
435693,65483
372470,65483
743780,65483
428037,65483
330101,65483
1851849,65483
4434,65484
447557,65484
596109,65484
31967,65484
937687,65485
89280,65485
201089,65485
1642817,65485
901,65486
1128,65486
746164,65486
160532,65486
625522,65488
925320,65488
294600,65488
173644,65488
2094,65489
148041,65489
762248,65489
518627,65489
7042,65491
1424,65491
904236,65491
620513,65491
1069,65492
1167,65492
1419,65492
614526,65492
1379,65493
732457,65493
432827,65493
154390,65493
155607,65495
1616400,65495
151866,65495
1851431,65495
754165,65497
2946873,65497
2949165,65497
2947032,65497
2946825,65497
2950002,65497
656180,65498
511458,65498
387071,65498
856187,65498
307491,65499
897376,65499
320321,65499
820938,65499
376228,65500
555959,65500
18766,65500
194745,65500
3104,65501
485388,65501
912404,65501
730126,65501
619938,65503
412615,65503
654726,65503
913796,65503
1012,65506
48939,65506
153508,65506
24919,65506
385253,65509
816182,65509
86926,65509
525794,65509
620619,65511
268,65511
810342,65511
82515,65511
704719,65512
562055,65512
672028,65512
169358,65512
1796,65514
493569,65514
72569,65514
73471,65514
2769,65515
740067,65515
864081,65515
45357,65515
2769,65516
865575,65516
267483,65516
78055,65516
587401,65517
656474,65517
265761,65517
1886,65517
1180,65518
167509,65518
587401,65518
90521,65518
577,65520
707728,65520
885203,65520
240233,65520
634159,65521
176622,65521
181305,65521
336380,65521
416228,65524
931054,65524
1889,65524
801330,65524
398110,65525
416228,65525
1889,65525
801330,65525
555176,65526
612999,65526
748343,65526
695979,65526
603027,65527
143743,65527
21475,65527
727367,65527
273,65528
842,65528
907,65528
307316,65528
710179,65529
518627,65529
380881,65529
154804,65529
312575,65530
1884,65530
785264,65530
102566,65530
1128,65531
100186,65531
2231,65531
598971,65531
218475,65533
156409,65533
687451,65533
767567,65533
560022,65535
527608,65535
288392,65535
1012334,65535
218634,65536
99352,65536
885098,65536
598340,65536
848910,65538
142780,65538
555959,65538
165411,65538
848910,65539
142780,65539
733358,65539
29750,65539
78,65541
406,65541
700424,65541
71,65542
20,65542
429250,65542
486057,65542
837420,65543
880857,65543
875465,65543
594538,65543
1092416,65544
1064655,65544
592756,65544
531123,65544
406700,65544
475686,65544
481461,65545
631301,65545
703318,65545
308278,65545
78,65547
875861,65547
313387,65547
424565,65547
158924,65548
246150,65548
945073,65548
469036,65548
360896,65549
867000,65549
714793,65549
385402,65549
542853,65550
834754,65550
551586,65550
247642,65550
556399,65551
19,65551
45477,65551
97034,65551
1010,65551
192490,65551
274721,65551
445657,65551
519839,65551
273404,65552
301785,65552
170006,65552
407166,65552
74125,65553
902281,65553
271763,65553
1886,65553
2216,65554
837021,65554
1945,65554
169175,65554
314,65555
1699,65555
409866,65555
650753,65555
287837,65557
430094,65557
94023,65557
426314,65557
918755,65557
137033,65557
173560,65557
88779,65560
264660,65560
822,65560
185281,65560
41509,65561
841700,65561
732877,65561
41270,65561
512692,65562
1851431,65562
1284834,65562
1563280,65562
248451,65563
16013,65563
721486,65563
897721,65563
99677,65565
716577,65565
220997,65565
76288,65565
190393,65567
518579,65567
958743,65567
400084,65567
595666,65568
302837,65568
608311,65568
49975,65568
489,65569
7042,65569
1428,65569
737538,65569
987,65570
1812,65570
641929,65570
384494,65570
4462,65571
762248,65571
608311,65571
850254,65571
384154,65572
953400,65572
408480,65572
703699,65572
2094,65573
542063,65573
814773,65573
758066,65573
814086,65574
527603,65574
906485,65574
341322,65574
760121,65574
39498,65575
528700,65575
175669,65575
43889,65575
814773,65577
900143,65577
417797,65577
223990,65577
300623,65578
302080,65578
602615,65578
592146,65578
131387,65579
820566,65579
516865,65579
655142,65579
685839,65580
338210,65580
255973,65580
219062,65580
564,65581
948772,65581
185954,65581
28674,65581
1233,65582
516800,65582
72971,65582
276341,65582
187337,65584
894307,65584
174132,65584
141123,65584
992870,65585
1313603,65585
1977030,65585
430858,65585
233319,65586
951647,65586
160019,65586
465661,65586
2988676,65587
2988436,65587
2045052,65587
4928,65587
2989354,65587
620408,65588
368969,65588
945858,65588
875352,65588
582890,65589
88396,65589
785664,65589
303900,65589
273178,65590
7023,65590
946184,65590
699909,65590
194430,65591
594865,65591
509232,65591
957764,65591
611858,65591
582213,65591
263967,65591
368208,65591
940359,65591
5321240,65592
346852,65592
312040,65592
737792,65592
1321,65593
27,65593
605923,65593
878302,65593
1284,65595
593814,65595
348698,65595
332247,65595
566947,65596
301130,65596
447275,65596
856377,65596
1637,65597
675579,65597
245495,65597
726621,65597
96559,65598
813790,65598
615511,65598
527002,65598
752182,65599
350603,65599
236813,65599
457362,65599
513795,65600
92008,65600
418440,65600
744638,65600
499417,65601
694934,65601
946184,65601
783493,65601
111003,65607
107012,65607
418440,65607
423222,65607
1792,65610
942,65610
447648,65610
135622,65610
267,65611
1369,65611
447305,65611
672886,65611
755087,65612
4570,65612
716851,65612
756384,65612
716839,65612
219946,65612
1191108,65612
477916,65613
477886,65613
917076,65613
516817,65613
258918,65614
826862,65614
422076,65614
415397,65614
122780,65616
249622,65616
507187,65616
747687,65616
884455,65617
210274,65617
709654,65617
273178,65617
781029,65618
685559,65618
629047,65618
67777,65618
648096,65619
197071,65619
718045,65619
868998,65619
833290,65619
453119,65619
728,65620
6739,65620
206060,65620
704770,65620
125627,65621
99054,65621
650010,65621
1179,65621
162948,65622
205793,65622
431270,65622
24187,65622
892260,65623
484376,65623
7023,65623
347218,65623
40911,65626
442955,65626
624372,65626
632757,65626
44357,65627
106100,65627
2797,65627
515785,65627
892260,65628
302080,65628
319834,65628
555176,65628
2566884,65629
108333,65629
137294,65629
173046,65629
6842,65630
592126,65630
21728,65630
29750,65630
71034,65631
60584,65631
620808,65631
944400,65631
580494,65632
876966,65632
754889,65632
683603,65632
484376,65633
22264,65633
892834,65633
885474,65633
151787,65634
620700,65634
152054,65634
610786,65634
829727,65635
97301,65635
265960,65635
385137,65635
521449,65635
813873,65635
824487,65635
907,65636
1449,65636
811202,65636
191499,65636
224455,65637
228018,65637
629198,65637
365835,65638
86926,65638
761100,65638
179059,65638
495764,65639
305517,65639
350868,65639
946184,65639
144311,65640
192241,65640
870806,65640
72753,65640
54082,65641
88012,65641
98121,65641
224409,65641
69,65642
1421,65642
413271,65642
626728,65642
321017,65643
446869,65643
2668,65643
276008,65643
2094153,65643
138879,65643
428433,65643
685632,65644
782220,65644
1101689,65644
706770,65644
591307,65646
34068,65646
447652,65646
868692,65646
76218,65646
336429,65646
82306,65646
680587,65648
781183,65648
433150,65648
780029,65648
958831,65649
837361,65649
867398,65649
590929,65649
529543,65651
415283,65651
74575,65651
479209,65651
554928,65652
695979,65652
755364,65652
739811,65652
70644,65653
541430,65653
90972,65653
549593,65653
918,65656
865262,65656
7042,65656
510280,65656
862982,65659
466871,65659
281885,65659
339498,65659
696866,65660
894677,65660
299929,65660
197623,65660
270179,65661
102522,65661
191794,65661
66800,65661
52,65662
900143,65662
316284,65662
953400,65662
851742,65663
729705,65663
514868,65663
52752,65663
890331,65666
904385,65666
463786,65666
904308,65666
364,65669
1777,65669
3225,65669
1957,65669
327106,65670
277140,65670
700127,65670
469107,65670
30097,65671
94083,65671
475425,65671
563430,65671
324896,65672
898111,65672
417923,65672
468596,65672
813633,65673
69759,65673
119789,65673
326498,65673
637434,65674
460063,65674
637365,65674
73630,65674
186457,65675
2332763,65675
210226,65675
214166,65675
537606,65675
637881,65675
894606,65675
489798,65677
135548,65677
28487,65677
312633,65677
757725,65678
898070,65678
10818130,65679
1324785,65679
306155,65679
1659409,65679
1378484,65679
5321804,65679
4646,65681
141361,65681
870995,65681
135548,65681
370477,65683
620705,65683
484524,65683
784857,65683
602121,65685
169,65685
10252097,65685
1467968,65685
320760,65686
88396,65686
14800,65686
494544,65686
62,65687
123604,65687
362219,65687
388049,65687
13487,65688
10162,65688
2070776,65688
21728,65688
260334,65690
892260,65690
7023,65690
729977,65690
661110,65691
432682,65691
554718,65691
576327,65691
5078,65692
950867,65692
873148,65692
469,65692
744103,65693
765,65693
761100,65693
562841,65693
391349,65696
4086736,65696
503848,65696
583141,65696
898826,65696
124438,65698
880188,65698
462964,65698
880890,65698
46400,65698
786443,65699
748343,65699
695979,65699
18872,65699
717189,65700
28674,65700
568493,65700
916001,65700
310532,65701
680873,65701
599314,65701
1152058,65701
1184471,65702
454310,65702
1166202,65702
443610,65702
609699,65703
761212,65703
1703,65703
181305,65703
884455,65704
6702,65704
885474,65704
844640,65704
305517,65705
265311,65705
555959,65705
422879,65705
1204,65709
180498,65709
588366,65709
66098,65709
577,65711
1058,65711
2096,65711
393028,65711
307468,65712
657004,65712
31958,65712
639218,65712
443232,65713
586733,65713
793569,65713
47963,65713
404091,65715
385122,65715
480185,65715
513327,65715
266057,65716
799108,65716
798270,65716
709176,65716
318854,65718
321779,65718
3586,65718
863429,65718
765337,65719
90109,65719
696740,65719
142729,65719
1727,65720
532,65720
941146,65720
539095,65720
263496,65722
173735,65722
57685,65722
197411,65722
197,65724
947,65724
124100,65724
280840,65724
63,65726
15391,65726
82300,65726
1859,65726
43,65727
679909,65727
1223851,65727
450122,65727
271787,65729
874684,65729
1673,65731
1684,65731
405111,65731
421772,65731
364490,65732
774277,65732
820938,65732
902026,65732
577867,65735
6573,65735
557159,65735
359894,65735
800143,65736
288468,65736
907536,65736
908114,65736
376101,65737
402281,65737
405035,65737
733460,65737
867888,65739
500505,65739
2588,65739
259506,65739
867888,65740
2588,65740
679973,65740
530591,65740
17356,65742
62041,65742
260500,65742
328506,65742
73853,65743
110665,65743
800181,65743
800224,65743
432282,65744
243801,65744
733201,65744
216155,65744
868350,65748
225188,65748
317843,65748
699996,65748
492972,65749
716313,65749
562210,65749
141881,65749
596701,65750
188051,65750
525468,65750
478904,65750
78928,65753
111610,65754
13567,65754
735315,65754
847271,65755
889997,65755
614424,65755
648493,65755
71789,65756
525921,65756
915077,65756
36644,65756
103988,65756
516027,65756
186903,65757
641939,65757
2198,65757
447305,65757
904537,65758
6348,65758
632638,65758
695199,65758
179823,65760
317560,65760
1069,65760
1735,65760
2082,65761
1500,65761
816457,65761
135548,65761
214729,65762
403065,65762
613952,65762
885706,65762
471443,65764
6348,65764
802366,65764
403827,65764
474975,65764
474895,65764
352020,65766
834729,65766
198613,65766
711495,65766
462013,65767
443232,65767
1536,65767
945522,65767
34357,65768
778310,65768
256787,65768
490772,65768
86,65769
498876,65769
343766,65769
595317,65769
33205,65770
102743,65770
161693,65770
145061,65770
108400,65772
180454,65772
738789,65772
597492,65772
209870,65773
1794508,65773
116753,65773
1799225,65773
93362,65774
125581,65774
178714,65774
264863,65774
1285,65775
298,65775
529150,65775
179786,65775
473530,65776
847106,65776
462085,65776
756292,65776
761212,65777
135320,65777
918,65777
601377,65777
1396,65780
724189,65780
852909,65780
915115,65780
47,65782
52,65782
767567,65782
28926,65782
683397,65783
850578,65783
720634,65783
819825,65783
79439,65784
593369,65784
833425,65784
743516,65784
470125,65785
775843,65785
938754,65785
326566,65785
419,65787
